m/z	i
5982.47 1925
5982.94 1233
5983.41 287
5983.88 -503
5984.35 471
5984.82 2570
5985.28 2867
5985.75 2007
5986.22 1080
5986.69 -715
5987.16 -2667
5987.63 -2503
5988.10 -315
5988.56 1711
5989.03 2377
5989.50 2619
5989.97 3463
5990.44 5631
5990.91 8136
5991.38 9158
5991.85 9083
5992.31 9523
5992.78 9952
5993.25 10205
5993.72 10872
5994.19 11889
5994.66 13653
5995.13 16106
5995.60 17466
5996.07 17515
5996.54 16266
5997.00 15482
5997.47 15393
5997.94 14494
5998.41 13550
5998.88 13149
5999.35 11704
5999.82 8760
6000.29 6430
6000.76 4955
6001.23 4654
6001.70 5387
6002.17 6344
6002.63 6419
6003.10 5944
6003.57 6043
6004.04 6504
6004.51 8000
6004.98 9990
6005.45 11486
6005.92 12496
6006.39 12817
6006.86 12160
6007.33 11699
6007.80 11365
6008.27 9517
6008.74 7593
6009.21 5996
6009.68 4180
6010.15 1917
6010.61 -214
6011.08 -3122
6011.55 -4755
6012.02 -4145
6012.49 -1741
6012.96 -298
6013.43 -444
6013.90 -870
6014.37 -1099
6014.84 -73
6015.31 2922
6015.78 5268
6016.25 6951
6016.72 8196
6017.19 9056
6017.66 9590
6018.13 9550
6018.60 8914
6019.07 7544
6019.54 5482
6020.01 5095
6020.48 5736
6020.95 6007
6021.42 4650
6021.89 3025
6022.36 1435
6022.83 1391
6023.30 1709
6023.77 1069
6024.24 -1606
6024.71 -4277
6025.18 -5804
6025.65 -7093
6026.12 -8056
6026.59 -8157
6027.06 -8201
6027.53 -8059
6028.00 -8712
6028.47 -8970
6028.94 -8424
6029.41 -8665
6029.88 -9341
6030.35 -9539
6030.82 -9816
6031.29 -8168
6031.76 -5943
6032.24 -3480
6032.71 -2075
6033.18 -286
6033.65 1354
6034.12 1744
6034.59 1924
6035.06 1534
6035.53 1967
6036.00 4055
6036.47 7226
6036.94 10462
6037.41 14928
6037.88 18641
6038.35 20856
6038.82 21273
6039.29 22216
6039.76 22374
6040.24 22595
6040.71 22266
6041.18 20975
6041.65 19693
6042.12 18068
6042.59 17005
6043.06 16332
6043.53 15190
6044.00 13226
6044.47 11074
6044.94 7862
6045.41 3780
6045.89 2392
6046.36 1855
6046.83 2413
6047.30 2579
6047.77 2001
6048.24 1070
6048.71 -155
6049.18 -1950
6049.65 -3105
6050.12 -3395
6050.60 -3257
6051.07 -4602
6051.54 -5128
6052.01 -5690
6052.48 -6706
6052.95 -6818
6053.42 -5786
6053.89 -4887
6054.37 -4390
6054.84 -3595
6055.31 -1511
6055.78 539
6056.25 1465
6056.72 1220
6057.19 1320
6057.67 469
6058.14 235
6058.61 442
6059.08 852
6059.55 1180
6060.02 1240
6060.49 1512
6060.97 1982
6061.44 1416
6061.91 1079
6062.38 206
6062.85 -1327
6063.32 -1985
6063.80 -2130
6064.27 -2784
6064.74 -3394
6065.21 -3208
6065.68 -2068
6066.15 -164
6066.63 2051
6067.10 3642
6067.57 3424
6068.04 3167
6068.51 4661
6068.98 6539
6069.46 8921
6069.93 9503
6070.40 8719
6070.87 7993
6071.34 8160
6071.82 8004
6072.29 7565
6072.76 6838
6073.23 6558
6073.70 5493
6074.18 5069
6074.65 5517
6075.12 5644
6075.59 5507
6076.06 6405
6076.54 8819
6077.01 10251
6077.48 11115
6077.95 12864
6078.43 14550
6078.90 15730
6079.37 16085
6079.84 16580
6080.31 17497
6080.79 18308
6081.26 18166
6081.73 17978
6082.20 18085
6082.68 17459
6083.15 15562
6083.62 14147
6084.09 13963
6084.57 12662
6085.04 11304
6085.51 10186
6085.98 8576
6086.46 6774
6086.93 4687
6087.40 2737
6087.87 1456
6088.35 -172
6088.82 -1866
6089.29 -2046
6089.76 -1417
6090.24 -341
6090.71 403
6091.18 1921
6091.66 4513
6092.13 5886
6092.60 7428
6093.07 9023
6093.55 10842
6094.02 12106
6094.49 13237
6094.97 13567
6095.44 13599
6095.91 12198
6096.38 10654
6096.86 7994
6097.33 5093
6097.80 2531
6098.28 2032
6098.75 877
6099.22 -1034
6099.70 -2724
6100.17 -3190
6100.64 -2316
6101.11 -2281
6101.59 -3187
6102.06 -4737
6102.53 -4970
6103.01 -3085
6103.48 -1962
6103.95 818
6104.43 3712
6104.90 5495
6105.37 6968
6105.85 8265
6106.32 8337
6106.79 9595
6107.27 9514
6107.74 7558
6108.21 5843
6108.69 6148
6109.16 8098
6109.63 9966
6110.11 10488
6110.58 10598
6111.05 11289
6111.53 12809
6112.00 13889
6112.47 14014
6112.95 14642
6113.42 17263
6113.90 19730
6114.37 21894
6114.84 20819
6115.32 20422
6115.79 20603
6116.26 19168
6116.74 18212
6117.21 15822
6117.68 12181
6118.16 8946
6118.63 4221
6119.11 -309
6119.58 -2252
6120.05 -2574
6120.53 -2256
6121.00 -2806
6121.48 -2326
6121.95 -1554
6122.42 -936
6122.90 1285
6123.37 3598
6123.85 5423
6124.32 7287
6124.79 9137
6125.27 9680
6125.74 9448
6126.22 7831
6126.69 7779
6127.16 8218
6127.64 6941
6128.11 5713
6128.59 3443
6129.06 1550
6129.53 808
6130.01 3
6130.48 -153
6130.96 1066
6131.43 3205
6131.91 4905
6132.38 5168
6132.85 8007
6133.33 10726
6133.80 11661
6134.28 12739
6134.75 12580
6135.23 11502
6135.70 9785
6136.18 7148
6136.65 4676
6137.12 2573
6137.60 1746
6138.07 851
6138.55 100
6139.02 84
6139.50 -134
6139.97 60
6140.45 1161
6140.92 1329
6141.40 2113
6141.87 3917
6142.35 5845
6142.82 9110
6143.30 12306
6143.77 14423
6144.24 15292
6144.72 14862
6145.19 12747
6145.67 10476
6146.14 8083
6146.62 5493
6147.09 2527
6147.57 -836
6148.04 -2196
6148.52 -2742
6148.99 -3495
6149.47 -4551
6149.94 -5262
6150.42 -5325
6150.89 -5034
6151.37 -4724
6151.84 -5714
6152.32 -7662
6152.79 -7070
6153.27 -5785
6153.74 -4356
6154.22 -2112
6154.69 -1393
6155.17 -2184
6155.65 -3829
6156.12 -3343
6156.60 -2488
6157.07 -485
6157.55 2054
6158.02 4081
6158.50 4494
6158.97 5467
6159.45 7535
6159.92 8648
6160.40 8444
6160.87 9103
6161.35 10198
6161.82 10889
6162.30 11194
6162.78 10055
6163.25 8841
6163.73 7998
6164.20 7830
6164.68 7045
6165.15 4878
6165.63 1957
6166.10 -920
6166.58 -3100
6167.06 -4675
6167.53 -4963
6168.01 -4356
6168.48 -3746
6168.96 -4926
6169.43 -7158
6169.91 -8261
6170.39 -8049
6170.86 -9035
6171.34 -11268
6171.81 -12729
6172.29 -13387
6172.77 -12762
6173.24 -11788
6173.72 -10315
6174.19 -8455
6174.67 -6243
6175.15 -4929
6175.62 -3795
6176.10 -3652
6176.57 -4288
6177.05 -3897
6177.53 -2925
6178.00 -832
6178.48 1492
6178.95 2784
6179.43 3007
6179.91 1891
6180.38 862
6180.86 2856
6181.33 3980
6181.81 3972
6182.29 3603
6182.76 2604
6183.24 2266
6183.72 2930
6184.19 5579
6184.67 8071
6185.15 10266
6185.62 11978
6186.10 15182
6186.57 17568
6187.05 19872
6187.53 20470
6188.00 21501
6188.48 22922
6188.96 22888
6189.43 23120
6189.91 23865
6190.39 23266
6190.86 22167
6191.34 21285
6191.82 19629
6192.29 16968
6192.77 14019
6193.25 9712
6193.72 5313
6194.20 1353
6194.68 -1611
6195.15 -2708
6195.63 -3573
6196.11 -4071
6196.58 -3498
6197.06 -1323
6197.54 2305
6198.01 3887
6198.49 5495
6198.97 6877
6199.44 10565
6199.92 13808
6200.40 15409
6200.88 17051
6201.35 18289
6201.83 18350
6202.31 18414
6202.78 17949
6203.26 15918
6203.74 14303
6204.22 12720
6204.69 10008
6205.17 7042
6205.65 4124
6206.12 1359
6206.60 -371
6207.08 -1329
6207.56 -1535
6208.03 -1382
6208.51 -1364
6208.99 -2342
6209.46 -3670
6209.94 -3410
6210.42 -1839
6210.90 -1325
6211.37 -2777
6211.85 -4569
6212.33 -4543
6212.81 -3642
6213.28 -1561
6213.76 346
6214.24 2096
6214.72 2929
6215.19 4117
6215.67 6513
6216.15 8242
6216.63 9354
6217.10 10823
6217.58 10367
6218.06 9926
6218.54 11287
6219.01 11133
6219.49 10049
6219.97 9730
6220.45 10450
6220.93 10981
6221.40 11450
6221.88 11613
6222.36 10331
6222.84 9741
6223.31 10485
6223.79 11468
6224.27 11434
6224.75 11561
6225.23 11654
6225.70 11624
6226.18 11070
6226.66 12593
6227.14 15054
6227.62 15487
6228.09 14947
6228.57 13941
6229.05 11744
6229.53 11352
6230.01 10914
6230.48 9681
6230.96 9877
6231.44 10464
6231.92 11172
6232.40 11718
6232.88 11791
6233.35 12118
6233.83 12587
6234.31 11988
6234.79 11041
6235.27 10821
6235.74 11460
6236.22 12500
6236.70 12838
6237.18 12398
6237.66 11294
6238.14 10901
6238.62 10306
6239.09 8947
6239.57 8466
6240.05 8630
6240.53 7832
6241.01 6585
6241.49 5420
6241.96 4774
6242.44 3774
6242.92 2930
6243.40 2717
6243.88 2688
6244.36 3109
6244.84 4987
6245.32 6023
6245.79 6323
6246.27 8418
6246.75 9905
6247.23 11811
6247.71 13516
6248.19 14278
6248.67 14208
6249.15 13291
6249.62 13273
6250.10 14171
6250.58 15344
6251.06 16623
6251.54 16336
6252.02 14900
6252.50 13904
6252.98 12908
6253.46 10761
6253.93 8013
6254.41 4787
6254.89 1839
6255.37 -146
6255.85 -804
6256.33 -1115
6256.81 -3576
6257.29 -5329
6257.77 -6164
6258.25 -7385
6258.73 -7293
6259.21 -7288
6259.68 -7090
6260.16 -6750
6260.64 -4195
6261.12 -120
6261.60 4175
6262.08 7137
6262.56 8741
6263.04 9839
6263.52 12126
6264.00 15232
6264.48 16191
6264.96 16123
6265.44 15684
6265.92 15013
6266.40 15374
6266.88 16269
6267.35 16495
6267.83 16770
6268.31 16178
6268.79 15170
6269.27 14486
6269.75 13329
6270.23 11129
6270.71 10055
6271.19 10117
6271.67 10301
6272.15 11358
6272.63 11839
6273.11 11090
6273.59 9231
6274.07 7954
6274.55 7558
6275.03 7789
6275.51 8278
6275.99 7296
6276.47 6770
6276.95 5330
6277.43 4286
6277.91 4111
6278.39 5233
6278.87 4768
6279.35 4593
6279.83 2812
6280.31 257
6280.79 -1088
6281.27 -2311
6281.75 -2606
6282.23 -1122
6282.71 -381
6283.19 -315
6283.67 -5
6284.15 463
6284.63 109
6285.11 137
6285.59 1135
6286.07 1888
6286.55 3048
6287.03 5174
6287.51 6018
6287.99 6582
6288.47 6983
6288.95 7519
6289.43 8874
6289.91 9922
6290.39 8915
6290.87 8285
6291.36 7203
6291.84 7239
6292.32 6802
6292.80 6208
6293.28 6162
6293.76 5474
6294.24 3758
6294.72 1765
6295.20 114
6295.68 -1308
6296.16 -2871
6296.64 -2710
6297.12 -993
6297.60 -1224
6298.08 -476
6298.56 1158
6299.05 2458
6299.53 3873
6300.01 6484
6300.49 8632
6300.97 13241
6301.45 17063
6301.93 20199
6302.41 22036
6302.89 25062
6303.37 27105
6303.85 27666
6304.33 28179
6304.82 26835
6305.30 24409
6305.78 23034
6306.26 21119
6306.74 19392
6307.22 17357
6307.70 14962
6308.18 13892
6308.66 12123
6309.15 8116
6309.63 6115
6310.11 4354
6310.59 3021
6311.07 841
6311.55 107
6312.03 -36
6312.51 278
6312.99 -743
6313.48 -1562
6313.96 -2014
6314.44 -626
6314.92 -195
6315.40 631
6315.88 788
6316.36 -148
6316.85 -233
6317.33 326
6317.81 927
6318.29 1217
6318.77 471
6319.25 -517
6319.73 -846
6320.22 -1890
6320.70 -2582
6321.18 -2918
6321.66 -3194
6322.14 -3860
6322.62 -4936
6323.11 -4937
6323.59 -4687
6324.07 -5075
6324.55 -5029
6325.03 -4987
6325.51 -4479
6326.00 -2356
6326.48 1445
6326.96 5193
6327.44 7732
6327.92 11327
6328.41 14338
6328.89 15359
6329.37 16005
6329.85 16145
6330.33 15265
6330.82 14040
6331.30 12768
6331.78 11949
6332.26 11152
6332.74 8800
6333.23 6754
6333.71 4830
6334.19 3182
6334.67 1130
6335.15 -674
6335.64 -2791
6336.12 -5548
6336.60 -8141
6337.08 -8916
6337.56 -6811
6338.05 -3021
6338.53 -100
6339.01 2137
6339.49 5092
6339.98 6364
6340.46 7455
6340.94 8264
6341.42 9051
6341.91 7858
6342.39 6129
6342.87 4385
6343.35 3170
6343.84 2612
6344.32 3381
6344.80 6059
6345.28 8209
6345.77 7733
6346.25 6681
6346.73 5560
6347.21 5473
6347.70 5836
6348.18 6939
6348.66 8803
6349.14 10530
6349.63 12124
6350.11 12459
6350.59 12396
6351.07 12779
6351.56 12453
6352.04 11566
6352.52 8372
6353.01 5292
6353.49 1994
6353.97 -284
6354.45 -1636
6354.94 -1631
6355.42 330
6355.90 3015
6356.39 4341
6356.87 3996
6357.35 1777
6357.84 1293
6358.32 2246
6358.80 3473
6359.28 3321
6359.77 3084
6360.25 2686
6360.73 2314
6361.22 1938
6361.70 -220
6362.18 -2033
6362.67 -3253
6363.15 -4128
6363.63 -5580
6364.12 -8389
6364.60 -9404
6365.08 -9463
6365.57 -9581
6366.05 -8371
6366.53 -7066
6367.02 -5227
6367.50 -2970
6367.98 -1980
6368.47 -1439
6368.95 -621
6369.43 1470
6369.92 4068
6370.40 5222
6370.88 5444
6371.37 7327
6371.85 8958
6372.33 9070
6372.82 7477
6373.30 5646
6373.78 5262
6374.27 5435
6374.75 6341
6375.24 5093
6375.72 3362
6376.20 2912
6376.69 2475
6377.17 1586
6377.65 747
6378.14 -840
6378.62 -1123
6379.11 -813
6379.59 -204
6380.07 979
6380.56 4284
6381.04 6578
6381.52 8115
6382.01 7235
6382.49 7093
6382.98 8114
6383.46 8301
6383.94 7492
6384.43 6821
6384.91 8041
6385.40 9382
6385.88 10382
6386.36 11632
6386.85 10934
6387.33 10654
6387.82 10216
6388.30 9143
6388.79 8202
6389.27 6162
6389.75 5209
6390.24 5541
6390.72 7292
6391.21 10085
6391.69 11744
6392.18 13745
6392.66 14087
6393.14 13946
6393.63 12605
6394.11 13807
6394.60 15815
6395.08 17056
6395.57 17301
6396.05 17699
6396.53 19218
6397.02 18187
6397.50 16121
6397.99 15478
6398.47 14352
6398.96 13194
6399.44 11674
6399.93 10263
6400.41 10587
6400.90 10283
6401.38 10597
6401.87 10608
6402.35 11190
6402.83 12570
6403.32 12027
6403.80 11102
6404.29 10250
6404.77 9738
6405.26 9309
6405.74 11443
6406.23 12397
6406.71 11911
6407.20 10415
6407.68 8423
6408.17 6902
6408.65 3655
6409.14 1554
6409.62 1031
6410.11 -39
6410.59 -454
6411.08 371
6411.56 977
6412.05 3584
6412.53 5957
6413.02 5768
6413.50 4624
6413.99 3894
6414.47 4515
6414.96 3782
6415.44 2727
6415.93 2913
6416.41 3596
6416.90 4712
6417.38 5604
6417.87 4336
6418.35 3030
6418.84 248
6419.33 -2691
6419.81 -3696
6420.30 -4702
6420.78 -5436
6421.27 -4619
6421.75 -2920
6422.24 203
6422.72 3607
6423.21 6119
6423.69 9251
6424.18 10731
6424.67 10647
6425.15 11747
6425.64 13715
6426.12 14746
6426.61 13865
6427.09 11269
6427.58 10225
6428.06 9302
6428.55 8773
6429.04 7541
6429.52 5720
6430.01 3667
6430.49 2578
6430.98 2896
6431.46 2726
6431.95 915
6432.44 -807
6432.92 -1667
6433.41 -2143
6433.89 -2324
6434.38 -2743
6434.87 -1748
6435.35 -1009
6435.84 354
6436.32 1895
6436.81 1885
6437.30 1135
6437.78 -1384
6438.27 -2497
6438.75 -1648
6439.24 568
6439.73 2573
6440.21 5272
6440.70 6459
6441.18 7617
6441.67 9989
6442.16 12585
6442.64 12253
6443.13 10101
6443.62 8281
6444.10 8804
6444.59 9581
6445.07 9982
6445.56 10079
6446.05 9918
6446.53 10778
6447.02 10721
6447.51 10299
6447.99 8619
6448.48 7040
6448.97 6058
6449.45 4876
6449.94 5030
6450.43 4865
6450.91 4034
6451.40 3973
6451.89 2763
6452.37 25
6452.86 -698
6453.34 -25
6453.83 -1108
6454.32 -2179
6454.80 -2379
6455.29 -2642
6455.78 -1024
6456.27 -1104
6456.75 -2212
6457.24 -1912
6457.73 -723
6458.21 1421
6458.70 3475
6459.19 4569
6459.67 6576
6460.16 8690
6460.65 9372
6461.13 10078
6461.62 10877
6462.11 11981
6462.59 12212
6463.08 12483
6463.57 11022
6464.06 10041
6464.54 10838
6465.03 12185
6465.52 12410
6466.00 12700
6466.49 10895
6466.98 9198
6467.47 9153
6467.95 7793
6468.44 6912
6468.93 7880
6469.41 8739
6469.90 8433
6470.39 7537
6470.88 6046
6471.36 4663
6471.85 2093
6472.34 -330
6472.82 -1262
6473.31 -2401
6473.80 -2964
6474.29 -3796
6474.77 -3673
6475.26 -3461
6475.75 -1323
6476.24 963
6476.72 2160
6477.21 2555
6477.70 3079
6478.19 3524
6478.67 5253
6479.16 6503
6479.65 6418
6480.14 7578
6480.63 9110
6481.11 9438
6481.60 7841
6482.09 6310
6482.58 4638
6483.06 2889
6483.55 1442
6484.04 1271
6484.53 2188
6485.02 2241
6485.50 2464
6485.99 2431
6486.48 849
6486.97 1336
6487.45 3105
6487.94 3751
6488.43 3480
6488.92 3244
6489.41 2779
6489.89 2539
6490.38 2154
6490.87 1070
6491.36 1818
6491.85 2980
6492.33 2924
6492.82 2758
6493.31 2188
6493.80 2608
6494.29 1254
6494.78 -600
6495.26 -1610
6495.75 -1010
6496.24 -312
6496.73 -703
6497.22 -833
6497.70 -754
6498.19 -111
6498.68 -237
6499.17 -1135
6499.66 -2914
6500.15 -6594
6500.64 -9404
6501.12 -11225
6501.61 -11434
6502.10 -12333
6502.59 -12046
6503.08 -11059
6503.57 -10516
6504.05 -8681
6504.54 -6217
6505.03 -5275
6505.52 -5599
6506.01 -7088
6506.50 -6729
6506.99 -4284
6507.47 -291
6507.96 1946
6508.45 3743
6508.94 7098
6509.43 10104
6509.92 11652
6510.41 10916
6510.90 10634
6511.38 11736
6511.87 12339
6512.36 14517
6512.85 15875
6513.34 15837
6513.83 15130
6514.32 15156
6514.81 15047
6515.30 14715
6515.78 12916
6516.27 10855
6516.76 7729
6517.25 5799
6517.74 3947
6518.23 3667
6518.72 4186
6519.21 4502
6519.70 3878
6520.19 4434
6520.68 5336
6521.16 4982
6521.65 4402
6522.14 4395
6522.63 6069
6523.12 7369
6523.61 7093
6524.10 6985
6524.59 6129
6525.08 5372
6525.57 4694
6526.06 3497
6526.55 1369
6527.04 -2287
6527.53 -3876
6528.02 -2670
6528.50 -2530
6528.99 -1543
6529.48 -289
6529.97 2209
6530.46 4799
6530.95 6455
6531.44 7686
6531.93 9326
6532.42 10625
6532.91 11825
6533.40 13539
6533.89 14663
6534.38 15114
6534.87 14569
6535.36 13404
6535.85 12898
6536.34 12984
6536.83 12779
6537.32 11272
6537.81 9333
6538.30 7695
6538.79 5828
6539.28 3825
6539.77 972
6540.26 -1183
6540.75 -1548
6541.24 -1724
6541.73 -1790
6542.22 -1755
6542.71 -1514
6543.20 -748
6543.69 487
6544.18 1060
6544.67 1609
6545.16 3242
6545.65 3573
6546.14 4933
6546.63 6647
6547.12 6747
6547.61 9580
6548.10 13558
6548.59 15980
6549.08 16509
6549.57 16285
6550.06 16223
6550.55 13847
6551.04 11210
6551.53 10283
6552.02 10460
6552.51 9387
6553.00 6802
6553.49 5238
6553.98 4227
6554.47 2552
6554.96 -57
6555.45 -2164
6555.94 -4792
6556.43 -7228
6556.93 -8174
6557.42 -9890
6557.91 -10768
6558.40 -11052
6558.89 -9230
6559.38 -6678
6559.87 -5746
6560.36 -5358
6560.85 -4563
6561.34 -2605
6561.83 747
6562.32 2781
6562.81 5660
6563.30 7156
6563.79 8357
6564.29 9486
6564.78 10703
6565.27 12341
6565.76 12576
6566.25 11382
6566.74 11438
6567.23 12586
6567.72 12747
6568.21 12158
6568.70 12599
6569.19 13281
6569.69 15082
6570.18 17663
6570.67 19229
6571.16 17812
6571.65 16487
6572.14 15688
6572.63 13907
6573.12 12184
6573.61 10891
6574.11 9408
6574.60 7175
6575.09 2439
6575.58 -1775
6576.07 -5692
6576.56 -10225
6577.05 -14219
6577.54 -16996
6578.04 -18889
6578.53 -18959
6579.02 -18555
6579.51 -19429
6580.00 -19857
6580.49 -17439
6580.98 -14197
6581.48 -10871
6581.97 -8873
6582.46 -7267
6582.95 -5359
6583.44 -3653
6583.93 -1715
6584.42 -651
6584.92 772
6585.41 2741
6585.90 4464
6586.39 3501
6586.88 2070
6587.37 1862
6587.87 1817
6588.36 2093
6588.85 3711
6589.34 5255
6589.83 5212
6590.32 5048
6590.82 4827
6591.31 4227
6591.80 4423
6592.29 5997
6592.78 6898
6593.28 7094
6593.77 7051
6594.26 6789
6594.75 7137
6595.24 7606
6595.74 8158
6596.23 8057
6596.72 7630
6597.21 8150
6597.70 8104
6598.20 7590
6598.69 7886
6599.18 7943
6599.67 6524
6600.16 4991
6600.66 3129
6601.15 1599
6601.64 -639
6602.13 -1427
6602.62 -1176
6603.12 -2153
6603.61 -4178
6604.10 -5684
6604.59 -6890
6605.09 -8659
6605.58 -9487
6606.07 -8550
6606.56 -6876
6607.06 -6186
6607.55 -5602
6608.04 -4159
6608.53 -2194
6609.03 208
6609.52 2339
6610.01 2760
6610.50 2163
6611.00 1400
6611.49 998
6611.98 1830
6612.47 3186
6612.97 6395
6613.46 8667
6613.95 11245
6614.44 12944
6614.94 13285
6615.43 13579
6615.92 14011
6616.41 13394
6616.91 11867
6617.40 10566
6617.89 9854
6618.39 7940
6618.88 6305
6619.37 4657
6619.86 2939
6620.36 2301
6620.85 1265
6621.34 -759
6621.84 -3547
6622.33 -4623
6622.82 -4108
6623.32 -3015
6623.81 -2299
6624.30 -1519
6624.79 -134
6625.29 622
6625.78 2295
6626.27 3718
6626.77 5229
6627.26 5469
6627.75 4366
6628.25 2865
6628.74 2218
6629.23 1882
6629.73 2570
6630.22 2443
6630.71 1701
6631.21 -285
6631.70 -1522
6632.19 -711
6632.69 -1001
6633.18 -457
6633.67 331
6634.17 1264
6634.66 2990
6635.15 4306
6635.65 4582
6636.14 5578
6636.63 7310
6637.13 8763
6637.62 9034
6638.11 8450
6638.61 8290
6639.10 8539
6639.60 9319
6640.09 9674
6640.58 10186
6641.08 10534
6641.57 11075
6642.06 9518
6642.56 6417
6643.05 4225
6643.54 3165
6644.04 4122
6644.53 5416
6645.03 8034
6645.52 9097
6646.01 9943
6646.51 11536
6647.00 13184
6647.50 14820
6647.99 15699
6648.48 16681
6648.98 17028
6649.47 17064
6649.97 18061
6650.46 19706
6650.95 20523
6651.45 20599
6651.94 19276
6652.44 16902
6652.93 14094
6653.42 11803
6653.92 7732
6654.41 4535
6654.91 3366
6655.40 3393
6655.90 3872
6656.39 3167
6656.88 2665
6657.38 2512
6657.87 2401
6658.37 4294
6658.86 6486
6659.36 7557
6659.85 7547
6660.34 9009
6660.84 10517
6661.33 12148
6661.83 13276
6662.32 13531
6662.82 13058
6663.31 13172
6663.81 12349
6664.30 10054
6664.79 8491
6665.29 7973
6665.78 6363
6666.28 5437
6666.77 3881
6667.27 2060
6667.76 -634
6668.26 -2523
6668.75 -2461
6669.25 -1303
6669.74 -1734
6670.24 -2049
6670.73 -3021
6671.23 -4530
6671.72 -6271
6672.21 -7683
6672.71 -7717
6673.20 -6345
6673.70 -5477
6674.19 -4057
6674.69 -2430
6675.18 -732
6675.68 498
6676.17 2144
6676.67 3401
6677.16 4843
6677.66 5727
6678.15 6435
6678.65 6438
6679.14 7113
6679.64 8216
6680.13 9717
6680.63 10728
6681.13 10743
6681.62 9276
6682.12 7605
6682.61 6099
6683.11 4616
6683.60 3319
6684.10 3103
6684.59 4521
6685.09 5817
6685.58 6347
6686.08 6874
6686.57 6888
6687.07 7262
6687.56 7681
6688.06 7646
6688.55 6168
6689.05 5267
6689.55 3998
6690.04 1818
6690.54 136
6691.03 119
6691.53 140
6692.02 6
6692.52 -1081
6693.01 -2583
6693.51 -2116
6694.01 -1542
6694.50 -1060
6695.00 -879
6695.49 -663
6695.99 -127
6696.48 436
6696.98 1308
6697.48 2188
6697.97 2713
6698.47 3878
6698.96 5076
6699.46 4637
6699.96 3514
6700.45 2927
6700.95 1296
6701.44 -6
6701.94 -234
6702.43 848
6702.93 2761
6703.43 4284
6703.92 6004
6704.42 7188
6704.91 8045
6705.41 9220
6705.91 8739
6706.40 7657
6706.90 6537
6707.40 5531
6707.89 5705
6708.39 6275
6708.88 7156
6709.38 7521
6709.88 7142
6710.37 6608
6710.87 5690
6711.37 3978
6711.86 1984
6712.36 -75
6712.85 -2425
6713.35 -3424
6713.85 -4938
6714.34 -6248
6714.84 -6051
6715.34 -5433
6715.83 -4464
6716.33 -4494
6716.83 -4763
6717.32 -4317
6717.82 -3390
6718.32 -2189
6718.81 -1030
6719.31 295
6719.80 1271
6720.30 1333
6720.80 1162
6721.29 1133
6721.79 597
6722.29 395
6722.78 1730
6723.28 1871
6723.78 453
6724.28 -278
6724.77 -417
6725.27 -799
6725.77 -2001
6726.26 -3320
6726.76 -2602
6727.26 -1909
6727.75 -661
6728.25 120
6728.75 358
6729.24 1573
6729.74 2812
6730.24 3136
6730.73 2409
6731.23 1304
6731.73 -1419
6732.23 -3449
6732.72 -3580
6733.22 -2402
6733.72 -1654
6734.21 -1637
6734.71 -1836
6735.21 -2163
6735.71 -2338
6736.20 -1396
6736.70 -1523
6737.20 -2861
6737.69 -5819
6738.19 -7111
6738.69 -6245
6739.19 -5412
6739.68 -3920
6740.18 -2060
6740.68 -532
6741.18 1892
6741.67 2593
6742.17 3215
6742.67 2953
6743.17 2869
6743.66 3603
6744.16 5103
6744.66 6959
6745.16 8293
6745.65 8103
6746.15 6599
6746.65 6163
6747.15 6465
6747.64 5249
6748.14 3764
6748.64 1678
6749.14 -685
6749.63 -511
6750.13 1219
6750.63 2972
6751.13 4913
6751.63 7049
6752.12 9414
6752.62 9428
6753.12 9629
6753.62 9355
6754.12 10178
6754.61 9856
6755.11 10538
6755.61 10627
6756.11 10180
6756.60 9312
6757.10 8556
6757.60 8160
6758.10 8173
6758.60 9077
6759.09 9179
6759.59 9721
6760.09 10779
6760.59 11194
6761.09 11588
6761.59 13186
6762.08 13028
6762.58 13241
6763.08 12922
6763.58 12478
6764.08 13292
6764.57 12434
6765.07 11317
6765.57 10078
6766.07 9159
6766.57 8110
6767.07 6566
6767.56 4970
6768.06 4319
6768.56 3139
6769.06 2048
6769.56 2233
6770.06 2692
6770.56 3773
6771.05 4178
6771.55 4534
6772.05 4395
6772.55 4210
6773.05 4521
6773.55 4309
6774.05 3685
6774.54 3841
6775.04 3954
6775.54 4806
6776.04 5800
6776.54 6255
6777.04 6109
6777.54 5679
6778.03 5498
6778.53 4826
6779.03 3861
6779.53 4154
6780.03 4035
6780.53 2695
6781.03 549
6781.53 -54
6782.03 -122
6782.52 320
6783.02 635
6783.52 1519
6784.02 2091
6784.52 2494
6785.02 2321
6785.52 1522
6786.02 1016
6786.52 1081
6787.02 950
6787.51 1037
6788.01 157
6788.51 224
6789.01 315
6789.51 228
6790.01 887
6790.51 -32
6791.01 350
6791.51 818
6792.01 419
6792.51 -607
6793.01 -1151
6793.51 -686
6794.00 -69
6794.50 909
6795.00 3029
6795.50 4778
6796.00 5961
6796.50 6996
6797.00 8262
6797.50 8901
6798.00 9052
6798.50 8855
6799.00 7717
6799.50 6898
6800.00 6254
6800.50 6477
6801.00 7435
6801.50 7336
6802.00 6599
6802.50 4978
6803.00 4614
6803.50 2611
6804.00 -208
6804.50 -2623
6804.99 -4188
6805.49 -4580
6805.99 -3147
6806.49 -1048
6806.99 1078
6807.49 1945
6807.99 3352
6808.49 5075
6808.99 7115
6809.49 8432
6809.99 9809
6810.49 10054
6810.99 10506
6811.49 12602
6811.99 14173
